저널명,SJR,랭킹
IEEE Transactions on Emerging Topics in Computing,1.284,3180
Solar Energy Materials and Solar Cells,1.284,3181
ACM Transactions on Software Engineering and Methodology,1.283,3182
Critical Reviews in Plant Sciences,1.283,3183
Journal of Virology,1.283,3184
Archives of Gerontology and Geriatrics,1.282,3185
Automotive Innovation,1.282,3186
Industrial and Corporate Change,1.280,3187
Journal of Nutritional Biochemistry,1.280,3188
Justice Quarterly,1.280,3189
Language in Society,1.280,3190
Materials Today Chemistry,1.280,3191
Neurogastroenterology and Motility,1.280,3192
"Science China: Physics, Mechanics and Astronomy",1.280,3193
Soft Science,1.280,3194
Health Psychology,1.279,3195
Industrial Management and Data Systems,1.279,3196
International Journal of Sustainable Development and World Ecology,1.279,3197
Journal of Earth Science,1.279,3198
Clinical Immunology,1.279,3199
Antimicrobial Resistance and Infection Control,1.278,3200
Economic History Review,1.278,3201
Food Engineering Reviews,1.278,3202
Traffic,1.278,3203
Acta Astronautica,1.277,3204
Asia-Pacific Journal of Ophthalmology,1.277,3205
Journal of Analytical and Applied Pyrolysis,1.277,3206
IEEE Systems Journal,1.276,3207
Inorganic Chemistry Frontiers,1.276,3208
International Review of Psychiatry,1.276,3209
Journal of Cognitive Neuroscience,1.276,3210
Theoretical and Applied Fracture Mechanics,1.276,3211
Xinxing Tan Cailiao/New Carbon Materials,1.276,3212
Current Research in Microbial Sciences,1.275,3213
Reproductive Health,1.275,3214
Acta Obstetricia et Gynecologica Scandinavica,1.274,3215
American Journal of Science,1.273,3216
Data Science and Engineering,1.273,3217
Forensic Science International: Genetics,1.273,3218
International Journal of Molecular Sciences,1.273,3219
World Allergy Organization Journal,1.273,3220
BMC Nursing,1.272,3221
Environmental Development,1.272,3222
Eye (Basingstoke),1.272,3223
Journal of Nonlinear Science,1.272,3224
Virchows Archiv,1.272,3225
Geographical Analysis,1.271,3226
Machine Intelligence Research,1.271,3227
Oeconomia Copernicana,1.271,3228
Remote Sensing in Ecology and Conservation,1.271,3229
Computerized Medical Imaging and Graphics,1.270,3230
Economics of Education Review,1.270,3231
Inflammation,1.270,3232
Combinatorica,1.269,3233
Inflammopharmacology,1.269,3234
Orphanet Journal of Rare Diseases,1.269,3235
Pediatric Allergy and Immunology,1.269,3236
ACS ES and T Water,1.268,3237
Epijournal de Geometrie Algebrique,1.268,3238
Global Mental Health,1.268,3239
npj Science of Food,1.268,3240
Scandinavian Journal of Public Health,1.268,3241
Statistics in Medicine,1.268,3242
Expert Opinion on Investigational Drugs,1.267,3243
Journal of Clinical Lipidology,1.267,3244
Language Learning Journal,1.267,3245
MIS Quarterly Executive,1.267,3246
Population Studies,1.267,3247
Eating Disorders,1.266,3248
Surgery for Obesity and Related Diseases,1.266,3249
American Naturalist,1.265,3250
Food Control,1.265,3251
Health and Quality of Life Outcomes,1.265,3252
Muscle and Nerve,1.265,3253
Psychophysiology,1.265,3254
Reproductive Biology and Endocrinology,1.265,3255
IEEE Transactions on Reliability,1.264,3256
Journal of Early Adolescence,1.264,3257
Journal of Healthcare Leadership,1.264,3258
Journal of Orthopaedics and Traumatology,1.264,3259
Sex Roles,1.264,3260
Journal of Cellular and Molecular Medicine,1.264,3261
BMJ Health and Care Informatics,1.263,3262
Internet Policy Review,1.263,3263
Journal of Business Finance and Accounting,1.263,3264
Journal of Prosthetic Dentistry,1.263,3265
Nonlinearity,1.262,3266
Plant and Soil,1.262,3267
Ore Geology Reviews,1.261,3268
PLOS Climate,1.261,3269
Journal of the American Academy of Orthopaedic Surgeons,1.260,3270
Translational Behavioral Medicine,1.260,3271
Cellular Immunology,1.260,3272
Bulletin of the American Museum of Natural History,1.259,3273
Convergence,1.259,3274
Administration and Policy in Mental Health and Mental Health Services Research,1.258,3275
Cancer Epidemiology,1.258,3276
"Environmental Nanotechnology, Monitoring and Management",1.258,3277
IEEE Geoscience and Remote Sensing Letters,1.258,3278
Orthopaedic Journal of Sports Medicine,1.258,3279
aBIOTECH,1.257,3280
Biometrics,1.257,3281
Borderline Personality Disorder and Emotion Dysregulation,1.257,3282
IEEE Transactions on Computational Social Systems,1.257,3283
Journal of Biomedical Informatics,1.257,3284
Aquatic Toxicology,1.256,3285
Case Studies in Chemical and Environmental Engineering,1.256,3286
Computational Mechanics,1.256,3287
Current Opinion in Ophthalmology,1.256,3288
Ecological Processes,1.256,3289
Food Innovation and Advances,1.256,3290
Insights into Imaging,1.256,3291
Journal of Criminal Justice,1.256,3292
Theoretical and Applied Genetics,1.256,3293
Cognitive and Behavioral Practice,1.255,3294
Engineering Fracture Mechanics,1.255,3295
Expert Opinion on Therapeutic Targets,1.255,3296
Expert Review of Vaccines,1.255,3297
Hematology/Oncology Clinics of North America,1.255,3298
Aesthetic Surgery Journal,1.254,3299
Asia-Pacific Education Researcher,1.254,3300
Child Psychiatry and Human Development,1.254,3301
Frontiers of Medicine,1.254,3302
IEEE Transactions on Cloud Computing,1.254,3303
Journal of Epidemiology,1.254,3304
Laboratory Investigation,1.254,3305
Medical Teacher,1.254,3306
Annals of the American Academy of Political and Social Science,1.253,3307
Journal of Educational and Behavioral Statistics,1.253,3308
Language Assessment Quarterly,1.253,3309
Strategic Change,1.253,3310
Drugs and Aging,1.252,3311
Psicothema,1.252,3312
Psychology and Sexuality,1.252,3313
Topics in Cognitive Science,1.252,3314
International Reviews of Immunology,1.252,3315
AIDS and Behavior,1.251,3316
Journal of Neuroimmune Pharmacology,1.251,3317
Bone,1.250,3318
Earthquake Spectra,1.250,3319
European Journal of Anaesthesiology,1.250,3320
JCO Clinical Cancer Informatics,1.250,3321
Journal of Dairy Science,1.250,3322
Molecular Microbiology,1.250,3323
Pain Reports,1.250,3324
Temperature,1.250,3325
Australasian Journal of Educational Technology,1.249,3326
"Brain, Behavior, and Immunity - Health",1.249,3327
Contact Lens and Anterior Eye,1.249,3328
CPT: Pharmacometrics and Systems Pharmacology,1.249,3329
Endoscopy,1.249,3330
IEEE Transactions on Cognitive and Developmental Systems,1.249,3331
"International Journal of Minerals, Metallurgy and Materials",1.249,3332
Neurosurgery,1.249,3333
Plant Diversity,1.249,3334
Seismological Research Letters,1.249,3335
Applied Ocean Research,1.248,3336
Cognitive Therapy and Research,1.248,3337
Journal of Geometric Analysis,1.248,3338
Journal of Magnetic Resonance Imaging,1.248,3339
"Substance Abuse: Treatment, Prevention, and Policy",1.248,3340
Vaccine,1.248,3341
"Work, Aging and Retirement",1.248,3342
Batteries and Supercaps,1.247,3343
Frontiers of Neurology and Neuroscience,1.247,3344
Korean Journal of Radiology,1.247,3345
Digital Discovery,1.246,3346
Gas Science and Engineering,1.246,3347
IEEE Open Access Journal of Power and Energy,1.246,3348
Mathematical Thinking and Learning,1.246,3349
"Mathematics of Control, Signals, and Systems",1.246,3350
Journal of Extracellular Biology,1.246,3351
Brain Structure and Function,1.245,3352
Communications in Contemporary Mathematics,1.245,3353
Drug Metabolism and Disposition,1.245,3354
Implementation Science Communications,1.245,3355
Information Society,1.245,3356
Journal of the Association for Information Science and Technology,1.245,3357
Nanoscale,1.245,3358
Ocean and Coastal Management,1.245,3359
Marketing Intelligence and Planning,1.245,3360
Clinical Hematology International,1.244,3361
Extreme Mechanics Letters,1.244,3362
Journal of Computing in Civil Engineering,1.244,3363
Journal of the Japanese and International Economies,1.244,3364
Mathematics Education Research Journal,1.244,3365
Measurement: Journal of the International Measurement Confederation,1.244,3366
Water Resources and Industry,1.244,3367
Food Frontiers,1.243,3368
Frontiers in Molecular Biosciences,1.243,3369
Journal of Eating Disorders,1.243,3370
Journal of Family Violence,1.243,3371
Nutrition and Metabolism,1.243,3372
Translational Lung Cancer Research,1.243,3373
Zoological Research,1.243,3374
Bulletin of Earthquake Engineering,1.242,3375
EPJ Quantum Technology,1.242,3376
Global Health Research and Policy,1.242,3377
Journal of Archaeological Science,1.242,3378
Linguistics and Philosophy,1.242,3379
Mitochondrion,1.242,3380
ACS Synthetic Biology,1.241,3381
BJS Open,1.241,3382
European Review of Aging and Physical Activity,1.241,3383
Journal of Computational and Graphical Statistics,1.241,3384
American Journal of Physiology - Lung Cellular and Molecular Physiology,1.240,3385
Building Simulation,1.240,3386
Lipids in Health and Disease,1.240,3387
Frontiers in Climate,1.239,3388
International Immunopharmacology,1.239,3389
Library Hi Tech News,1.239,3390
Progress in Biomedical Engineering,1.239,3391
Cellular Signalling,1.239,3392
Journal of Neuroscience Research,1.239,3393
British Journal of Criminology,1.238,3394
Cambridge Prisms: Coastal Futures,1.238,3395
Database : the journal of biological databases and curation,1.238,3396
European Journal of Industrial Relations,1.238,3397
Lithos,1.238,3398
Comparative Education,1.237,3399
Current Opinion in HIV and AIDS,1.237,3400
Future Foods,1.237,3401
mSphere,1.237,3402
Patient Education and Counseling,1.237,3403
Polymer Degradation and Stability,1.237,3404
Advances in Therapy,1.236,3405
Journal of Biological Engineering,1.236,3406
Journal of Psychopathology and Clinical Science,1.236,3407
npj Systems Biology and Applications,1.236,3408
Journal of Mathematical Behavior,1.235,3409
Organic Letters,1.235,3410
"Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies",1.235,3411
ACM Transactions on Mathematical Software,1.234,3412
Journal of Inherited Metabolic Disease,1.234,3413
Journal of the American College of Surgeons,1.234,3414
Annals of Gastroenterological Surgery,1.233,3415
Environmental Reviews,1.233,3416
Journal of Autism and Developmental Disorders,1.233,3417
Journal of Cardiopulmonary Rehabilitation and Prevention,1.233,3418
Journal of Research on Educational Effectiveness,1.233,3419
Physical Education and Sport Pedagogy,1.233,3420
Physical Therapy,1.233,3421
Transportation,1.233,3422
Neuronal Signaling,1.233,3423
Archives of Women's Mental Health,1.232,3424
Esophagus,1.232,3425
"Revista Internacional de Tecnologia, Ciencia y Sociedad",1.231,3426
Sleep Medicine,1.231,3427
South European Society and Politics,1.231,3428
ACS Pharmacology and Translational Science,1.230,3429
Calcified Tissue International,1.230,3430
Journal of Mathematical Fluid Mechanics,1.230,3431
"Journal of Nutrition, Health and Aging",1.230,3432
Advances in Dental Research,1.229,3433
Biochimica et Biophysica Acta - Gene Regulatory Mechanisms,1.229,3434
Biomedical Signal Processing and Control,1.229,3435
Journal of Endodontics,1.229,3436
Progress in Organic Coatings,1.229,3437
"Protein Engineering, Design and Selection",1.229,3438
Cleaner Engineering and Technology,1.228,3439
Deep Underground Science and Engineering,1.228,3440
Autonomic Neuroscience: Basic and Clinical,1.227,3441
Constructive Mathematical Analysis,1.227,3442
Journal of Experimental Psychology: Learning Memory and Cognition,1.227,3443
Space Policy,1.227,3444
Annals of Thoracic Surgery,1.226,3445
Meitan Xuebao/Journal of the China Coal Society,1.226,3446
Psychology of Violence,1.226,3447
Reproductive BioMedicine Online,1.226,3448
International Journal of Oncology,1.226,3449
Academic Emergency Medicine,1.225,3450
Cellular and Molecular Neurobiology,1.225,3451
Mediators of Inflammation,1.225,3452
Infant Mental Health Journal,1.224,3453
Management Accounting Research,1.224,3454
Public Health,1.224,3455
Advanced Quantum Technologies,1.223,3456
Drug Discovery Today: Technologies,1.223,3457
Harvard Law Review,1.223,3458
Maternal and Child Nutrition,1.223,3459
Pure and Applied Analysis,1.223,3460
Urban Review,1.223,3461
Annales de l'Institut Fourier,1.222,3462
FEBS Letters,1.222,3463
International Journal of Sport and Exercise Psychology,1.222,3464
Journal of Statistical Distributions and Applications,1.222,3465
Learning Environments Research,1.222,3466
Plastic and Reconstructive Surgery,1.222,3467
Giant,1.221,3468
International Journal of Geriatric Psychiatry,1.221,3469
Nutrition Journal,1.221,3470
CMAJ Open,1.220,3471
Endoscopic Ultrasound,1.220,3472
Frontiers in Pharmacology,1.220,3473
Information and Inference,1.220,3474
Journal of Materials Chemistry C,1.220,3475
Journal of Outdoor Recreation and Tourism,1.220,3476
Journal of Power Sources Advances,1.220,3477
Journal of Race Ethnicity and the City,1.220,3478
Journal of Systems Architecture,1.220,3479
Microplastics,1.220,3480
Cancer Cytopathology,1.220,3481
Clinical and Translational Science,1.219,3482
Energy for Sustainable Development,1.219,3483
Petroleum Science,1.219,3484
Stem Cell Reviews and Reports,1.219,3485
Intensive and Critical Care Nursing,1.218,3486
International Journal of Research in Undergraduate Mathematics Education,1.218,3487
"Journal of Guidance, Control, and Dynamics",1.218,3488
Maturitas,1.218,3489
ESAIM: Mathematical Modelling and Numerical Analysis,1.217,3490
International Journal of Medical Microbiology,1.217,3491
Policy Sciences,1.217,3492
Women's Health Issues,1.217,3493
Anatomical Sciences Education,1.216,3494
Biomaterials Advances,1.216,3495
Cell Structure and Function,1.216,3496
DNA Research,1.216,3497
Geosphere,1.216,3498
Paediatric and Perinatal Epidemiology,1.216,3499
Regenerative Biomaterials,1.216,3500
Spine,1.216,3501
AIDS Patient Care and STDs,1.215,3502
Biomaterials Science,1.215,3503
Engineering Microbiology,1.215,3504
Journal of Agricultural and Food Chemistry,1.215,3505
Journal of Endocrinological Investigation,1.215,3506
"Journal of Open Innovation: Technology, Market, and Complexity",1.215,3507
Journal of Inflammation (United Kingdom),1.214,3508
Journal of Marketing Management,1.214,3509
Kidney Medicine,1.214,3510
"International Conference for High Performance Computing, Networking, Storage and Analysis, SC",1.214,3511
Chinese Medical Journal,1.213,3512
Journal of Hydrometeorology,1.213,3513
Language and Education,1.213,3514
Psycho-Oncology,1.213,3515
Reviews in the Neurosciences,1.213,3516
Schizophrenia Research,1.213,3517
Cognition and Emotion,1.212,3518
Journal of Attention Disorders,1.212,3519
Journal of Mental Health,1.212,3520
Topics in Early Childhood Special Education,1.212,3521
Biochimica et Biophysica Acta - Molecular and Cell Biology of Lipids,1.212,3522
Chemical Engineering Journal Advances,1.211,3523
